case_id,experiment,graph_type,n,k,density,seed,num_vars,num_clauses,result,wall_time_sec,cpu_time_reported_sec,conflicts,decisions,propagations,returncode,cnf_file
A_density_random_n60_k3_d0p11_s11,A_density,random,60,3,0.11,11,180,825,UNSAT,0.002990,0.001206,7,11,85,20,cnfs/A_density_random_n60_k3_d0p11_s11.cnf
A_density_random_n60_k3_d0p11_s12,A_density,random,60,3,0.11,12,180,825,UNSAT,0.003009,0.001225,12,15,277,20,cnfs/A_density_random_n60_k3_d0p11_s12.cnf
A_density_random_n60_k3_d0p11_s13,A_density,random,60,3,0.11,13,180,825,UNSAT,0.002903,0.001142,7,9,229,20,cnfs/A_density_random_n60_k3_d0p11_s13.cnf
A_density_random_n60_k3_d0p11_s14,A_density,random,60,3,0.11,14,180,825,UNSAT,0.002935,0.00117,13,19,267,20,cnfs/A_density_random_n60_k3_d0p11_s14.cnf
A_density_random_n60_k3_d0p11_s15,A_density,random,60,3,0.11,15,180,825,UNSAT,0.002803,0.001182,12,16,394,20,cnfs/A_density_random_n60_k3_d0p11_s15.cnf
A_density_random_n60_k3_d0p11_s16,A_density,random,60,3,0.11,16,180,825,UNSAT,0.002918,0.001174,6,9,74,20,cnfs/A_density_random_n60_k3_d0p11_s16.cnf
A_density_random_n60_k3_d0p11_s17,A_density,random,60,3,0.11,17,180,825,UNSAT,0.003093,0.001264,36,38,840,20,cnfs/A_density_random_n60_k3_d0p11_s17.cnf
A_density_random_n60_k3_d0p11_s18,A_density,random,60,3,0.11,18,180,825,UNSAT,0.002909,0.001189,16,20,346,20,cnfs/A_density_random_n60_k3_d0p11_s18.cnf
A_density_random_n60_k3_d0p11_s19,A_density,random,60,3,0.11,19,180,825,UNSAT,0.002851,0.001153,8,15,161,20,cnfs/A_density_random_n60_k3_d0p11_s19.cnf
A_density_random_n60_k3_d0p11_s2,A_density,random,60,3,0.11,2,180,825,UNSAT,0.002818,0.001163,9,9,144,20,cnfs/A_density_random_n60_k3_d0p11_s2.cnf
A_density_random_n60_k3_d0p11_s20,A_density,random,60,3,0.11,20,180,825,UNSAT,0.002824,0.001177,17,16,475,20,cnfs/A_density_random_n60_k3_d0p11_s20.cnf
A_density_random_n60_k3_d0p11_s21,A_density,random,60,3,0.11,21,180,825,UNSAT,0.003109,0.00127,17,16,310,20,cnfs/A_density_random_n60_k3_d0p11_s21.cnf
A_density_random_n60_k3_d0p11_s22,A_density,random,60,3,0.11,22,180,825,UNSAT,0.002815,0.001128,6,7,55,20,cnfs/A_density_random_n60_k3_d0p11_s22.cnf
A_density_random_n60_k3_d0p11_s23,A_density,random,60,3,0.11,23,180,825,UNSAT,0.002933,0.001184,20,21,491,20,cnfs/A_density_random_n60_k3_d0p11_s23.cnf
A_density_random_n60_k3_d0p11_s24,A_density,random,60,3,0.11,24,180,825,UNSAT,0.002935,0.001202,13,15,343,20,cnfs/A_density_random_n60_k3_d0p11_s24.cnf
A_density_random_n60_k3_d0p11_s25,A_density,random,60,3,0.11,25,180,825,UNSAT,0.002804,0.001181,22,23,760,20,cnfs/A_density_random_n60_k3_d0p11_s25.cnf
A_density_random_n60_k3_d0p11_s26,A_density,random,60,3,0.11,26,180,825,UNSAT,0.002920,0.001199,15,16,429,20,cnfs/A_density_random_n60_k3_d0p11_s26.cnf
A_density_random_n60_k3_d0p11_s27,A_density,random,60,3,0.11,27,180,825,UNSAT,0.003000,0.001212,9,13,220,20,cnfs/A_density_random_n60_k3_d0p11_s27.cnf
A_density_random_n60_k3_d0p11_s28,A_density,random,60,3,0.11,28,180,825,UNSAT,0.002862,0.001168,8,8,119,20,cnfs/A_density_random_n60_k3_d0p11_s28.cnf
A_density_random_n60_k3_d0p11_s29,A_density,random,60,3,0.11,29,180,825,UNSAT,0.002883,0.001154,19,19,369,20,cnfs/A_density_random_n60_k3_d0p11_s29.cnf
A_density_random_n60_k3_d0p11_s3,A_density,random,60,3,0.11,3,180,825,UNSAT,0.002769,0.001139,14,13,272,20,cnfs/A_density_random_n60_k3_d0p11_s3.cnf
A_density_random_n60_k3_d0p11_s30,A_density,random,60,3,0.11,30,180,825,UNSAT,0.002793,0.00115,8,7,302,20,cnfs/A_density_random_n60_k3_d0p11_s30.cnf
A_density_random_n60_k3_d0p11_s31,A_density,random,60,3,0.11,31,180,825,UNSAT,0.003143,0.001253,19,20,571,20,cnfs/A_density_random_n60_k3_d0p11_s31.cnf
A_density_random_n60_k3_d0p11_s32,A_density,random,60,3,0.11,32,180,825,UNSAT,0.002848,0.001159,13,13,402,20,cnfs/A_density_random_n60_k3_d0p11_s32.cnf
A_density_random_n60_k3_d0p11_s33,A_density,random,60,3,0.11,33,180,825,UNSAT,0.002793,0.00115,10,11,131,20,cnfs/A_density_random_n60_k3_d0p11_s33.cnf
A_density_random_n60_k3_d0p11_s34,A_density,random,60,3,0.11,34,180,825,UNSAT,0.002948,0.001205,23,23,712,20,cnfs/A_density_random_n60_k3_d0p11_s34.cnf
A_density_random_n60_k3_d0p11_s35,A_density,random,60,3,0.11,35,180,825,UNSAT,0.002840,0.001165,20,19,561,20,cnfs/A_density_random_n60_k3_d0p11_s35.cnf
A_density_random_n60_k3_d0p11_s36,A_density,random,60,3,0.11,36,180,825,UNSAT,0.004440,0.001249,18,23,469,20,cnfs/A_density_random_n60_k3_d0p11_s36.cnf
A_density_random_n60_k3_d0p11_s37,A_density,random,60,3,0.11,37,180,825,UNSAT,0.004422,0.001699,15,15,298,20,cnfs/A_density_random_n60_k3_d0p11_s37.cnf
A_density_random_n60_k3_d0p11_s38,A_density,random,60,3,0.11,38,180,825,UNSAT,0.003634,0.001356,14,13,353,20,cnfs/A_density_random_n60_k3_d0p11_s38.cnf
A_density_random_n60_k3_d0p11_s39,A_density,random,60,3,0.11,39,180,825,UNSAT,0.003048,0.001179,7,7,178,20,cnfs/A_density_random_n60_k3_d0p11_s39.cnf
A_density_random_n60_k3_d0p11_s4,A_density,random,60,3,0.11,4,180,825,UNSAT,0.003141,0.001331,23,23,728,20,cnfs/A_density_random_n60_k3_d0p11_s4.cnf
A_density_random_n60_k3_d0p11_s40,A_density,random,60,3,0.11,40,180,825,UNSAT,0.003560,0.001289,6,9,71,20,cnfs/A_density_random_n60_k3_d0p11_s40.cnf
A_density_random_n60_k3_d0p11_s5,A_density,random,60,3,0.11,5,180,825,UNSAT,0.003045,0.001243,19,19,455,20,cnfs/A_density_random_n60_k3_d0p11_s5.cnf
A_density_random_n60_k3_d0p11_s6,A_density,random,60,3,0.11,6,180,825,UNSAT,0.006915,0.001291,9,8,237,20,cnfs/A_density_random_n60_k3_d0p11_s6.cnf
A_density_random_n60_k3_d0p11_s7,A_density,random,60,3,0.11,7,180,825,UNSAT,0.005554,0.00123,8,8,236,20,cnfs/A_density_random_n60_k3_d0p11_s7.cnf
A_density_random_n60_k3_d0p11_s8,A_density,random,60,3,0.11,8,180,825,UNSAT,0.003073,0.001232,17,20,304,20,cnfs/A_density_random_n60_k3_d0p11_s8.cnf
A_density_random_n60_k3_d0p11_s9,A_density,random,60,3,0.11,9,180,825,UNSAT,0.003008,0.001204,10,10,189,20,cnfs/A_density_random_n60_k3_d0p11_s9.cnf
A_density_random_n60_k3_d0p125_s1,A_density,random,60,3,0.125,1,180,903,UNSAT,0.002958,0.001192,8,9,297,20,cnfs/A_density_random_n60_k3_d0p125_s1.cnf
A_density_random_n60_k3_d0p125_s10,A_density,random,60,3,0.125,10,180,903,UNSAT,0.003238,0.001346,14,17,414,20,cnfs/A_density_random_n60_k3_d0p125_s10.cnf
A_density_random_n60_k3_d0p125_s11,A_density,random,60,3,0.125,11,180,903,UNSAT,0.003176,0.00124,14,14,281,20,cnfs/A_density_random_n60_k3_d0p125_s11.cnf
A_density_random_n60_k3_d0p125_s12,A_density,random,60,3,0.125,12,180,903,UNSAT,0.002986,0.00118,7,6,147,20,cnfs/A_density_random_n60_k3_d0p125_s12.cnf
A_density_random_n60_k3_d0p125_s13,A_density,random,60,3,0.125,13,180,903,UNSAT,0.003064,0.001181,12,12,240,20,cnfs/A_density_random_n60_k3_d0p125_s13.cnf
A_density_random_n60_k3_d0p125_s14,A_density,random,60,3,0.125,14,180,903,UNSAT,0.002913,0.001194,22,24,505,20,cnfs/A_density_random_n60_k3_d0p125_s14.cnf
A_density_random_n60_k3_d0p125_s15,A_density,random,60,3,0.125,15,180,903,UNSAT,0.003165,0.001253,14,16,179,20,cnfs/A_density_random_n60_k3_d0p125_s15.cnf
A_density_random_n60_k3_d0p125_s16,A_density,random,60,3,0.125,16,180,903,UNSAT,0.003127,0.001244,13,15,317,20,cnfs/A_density_random_n60_k3_d0p125_s16.cnf
A_density_random_n60_k3_d0p125_s17,A_density,random,60,3,0.125,17,180,903,UNSAT,0.003097,0.001231,9,11,116,20,cnfs/A_density_random_n60_k3_d0p125_s17.cnf
A_density_random_n60_k3_d0p125_s18,A_density,random,60,3,0.125,18,180,903,UNSAT,0.002908,0.001204,19,21,430,20,cnfs/A_density_random_n60_k3_d0p125_s18.cnf
A_density_random_n60_k3_d0p125_s19,A_density,random,60,3,0.125,19,180,903,UNSAT,0.002875,0.001211,14,14,237,20,cnfs/A_density_random_n60_k3_d0p125_s19.cnf
A_density_random_n60_k3_d0p125_s2,A_density,random,60,3,0.125,2,180,903,UNSAT,0.003148,0.001202,8,9,149,20,cnfs/A_density_random_n60_k3_d0p125_s2.cnf
A_density_random_n60_k3_d0p125_s20,A_density,random,60,3,0.125,20,180,903,UNSAT,0.003461,0.001323,18,18,412,20,cnfs/A_density_random_n60_k3_d0p125_s20.cnf
A_density_random_n60_k3_d0p125_s21,A_density,random,60,3,0.125,21,180,903,UNSAT,0.003089,0.001232,18,22,448,20,cnfs/A_density_random_n60_k3_d0p125_s21.cnf
A_density_random_n60_k3_d0p125_s22,A_density,random,60,3,0.125,22,180,903,UNSAT,0.002883,0.001174,13,18,143,20,cnfs/A_density_random_n60_k3_d0p125_s22.cnf
A_density_random_n60_k3_d0p125_s23,A_density,random,60,3,0.125,23,180,903,UNSAT,0.002838,0.00119,23,25,524,20,cnfs/A_density_random_n60_k3_d0p125_s23.cnf
A_density_random_n60_k3_d0p125_s24,A_density,random,60,3,0.125,24,180,903,UNSAT,0.002846,0.001185,8,9,130,20,cnfs/A_density_random_n60_k3_d0p125_s24.cnf
A_density_random_n60_k3_d0p125_s25,A_density,random,60,3,0.125,25,180,903,UNSAT,0.003572,0.001394,27,26,715,20,cnfs/A_density_random_n60_k3_d0p125_s25.cnf
A_density_random_n60_k3_d0p125_s26,A_density,random,60,3,0.125,26,180,903,UNSAT,0.003036,0.001238,7,8,110,20,cnfs/A_density_random_n60_k3_d0p125_s26.cnf
A_density_random_n60_k3_d0p125_s27,A_density,random,60,3,0.125,27,180,903,UNSAT,0.002953,0.001233,11,14,219,20,cnfs/A_density_random_n60_k3_d0p125_s27.cnf
A_density_random_n60_k3_d0p125_s28,A_density,random,60,3,0.125,28,180,903,UNSAT,0.002794,0.001196,8,8,122,20,cnfs/A_density_random_n60_k3_d0p125_s28.cnf
A_density_random_n60_k3_d0p125_s29,A_density,random,60,3,0.125,29,180,903,UNSAT,0.002880,0.001227,17,17,426,20,cnfs/A_density_random_n60_k3_d0p125_s29.cnf
A_density_random_n60_k3_d0p125_s3,A_density,random,60,3,0.125,3,180,903,UNSAT,0.003117,0.001256,7,7,156,20,cnfs/A_density_random_n60_k3_d0p125_s3.cnf
A_density_random_n60_k3_d0p125_s30,A_density,random,60,3,0.125,30,180,903,UNSAT,0.002831,0.001185,6,5,136,20,cnfs/A_density_random_n60_k3_d0p125_s30.cnf
A_density_random_n60_k3_d0p125_s31,A_density,random,60,3,0.125,31,180,903,UNSAT,0.002975,0.001256,16,17,472,20,cnfs/A_density_random_n60_k3_d0p125_s31.cnf
A_density_random_n60_k3_d0p125_s32,A_density,random,60,3,0.125,32,180,903,UNSAT,0.002824,0.00117,10,10,200,20,cnfs/A_density_random_n60_k3_d0p125_s32.cnf
A_density_random_n60_k3_d0p125_s33,A_density,random,60,3,0.125,33,180,903,UNSAT,0.002842,0.001222,11,11,189,20,cnfs/A_density_random_n60_k3_d0p125_s33.cnf
A_density_random_n60_k3_d0p125_s34,A_density,random,60,3,0.125,34,180,903,UNSAT,0.003103,0.001233,8,10,198,20,cnfs/A_density_random_n60_k3_d0p125_s34.cnf
A_density_random_n60_k3_d0p125_s35,A_density,random,60,3,0.125,35,180,903,UNSAT,0.002957,0.001222,14,16,388,20,cnfs/A_density_random_n60_k3_d0p125_s35.cnf
A_density_random_n60_k3_d0p125_s36,A_density,random,60,3,0.125,36,180,903,UNSAT,0.002842,0.001236,24,24,757,20,cnfs/A_density_random_n60_k3_d0p125_s36.cnf
A_density_random_n60_k3_d0p125_s37,A_density,random,60,3,0.125,37,180,903,UNSAT,0.002848,0.001211,17,16,454,20,cnfs/A_density_random_n60_k3_d0p125_s37.cnf
A_density_random_n60_k3_d0p125_s38,A_density,random,60,3,0.125,38,180,903,UNSAT,0.002776,0.001168,9,8,287,20,cnfs/A_density_random_n60_k3_d0p125_s38.cnf
A_density_random_n60_k3_d0p125_s39,A_density,random,60,3,0.125,39,180,903,UNSAT,0.003357,0.001263,8,8,173,20,cnfs/A_density_random_n60_k3_d0p125_s39.cnf
A_density_random_n60_k3_d0p125_s4,A_density,random,60,3,0.125,4,180,903,UNSAT,0.003291,0.001317,10,11,243,20,cnfs/A_density_random_n60_k3_d0p125_s4.cnf
A_density_random_n60_k3_d0p125_s40,A_density,random,60,3,0.125,40,180,903,UNSAT,0.002864,0.001186,9,8,100,20,cnfs/A_density_random_n60_k3_d0p125_s40.cnf
A_density_random_n60_k3_d0p125_s5,A_density,random,60,3,0.125,5,180,903,UNSAT,0.002971,0.001217,14,13,349,20,cnfs/A_density_random_n60_k3_d0p125_s5.cnf
A_density_random_n60_k3_d0p125_s6,A_density,random,60,3,0.125,6,180,903,UNSAT,0.002838,0.001201,7,6,269,20,cnfs/A_density_random_n60_k3_d0p125_s6.cnf
A_density_random_n60_k3_d0p125_s7,A_density,random,60,3,0.125,7,180,903,UNSAT,0.002859,0.001206,10,11,243,20,cnfs/A_density_random_n60_k3_d0p125_s7.cnf
A_density_random_n60_k3_d0p125_s8,A_density,random,60,3,0.125,8,180,903,UNSAT,0.003173,0.001286,21,24,444,20,cnfs/A_density_random_n60_k3_d0p125_s8.cnf
A_density_random_n60_k3_d0p125_s9,A_density,random,60,3,0.125,9,180,903,UNSAT,0.002711,0.001183,6,6,168,20,cnfs/A_density_random_n60_k3_d0p125_s9.cnf
A_density_random_n60_k3_d0p12_s1,A_density,random,60,3,0.12,1,180,876,UNSAT,0.003033,0.001231,12,13,345,20,cnfs/A_density_random_n60_k3_d0p12_s1.cnf
A_density_random_n60_k3_d0p12_s10,A_density,random,60,3,0.12,10,180,876,UNSAT,0.002782,0.001159,7,10,284,20,cnfs/A_density_random_n60_k3_d0p12_s10.cnf
A_density_random_n60_k3_d0p12_s11,A_density,random,60,3,0.12,11,180,876,UNSAT,0.002817,0.001218,11,15,166,20,cnfs/A_density_random_n60_k3_d0p12_s11.cnf
A_density_random_n60_k3_d0p12_s12,A_density,random,60,3,0.12,12,180,876,UNSAT,0.003035,0.001212,7,6,143,20,cnfs/A_density_random_n60_k3_d0p12_s12.cnf
A_density_random_n60_k3_d0p12_s13,A_density,random,60,3,0.12,13,180,876,UNSAT,0.002970,0.001213,13,14,291,20,cnfs/A_density_random_n60_k3_d0p12_s13.cnf
A_density_random_n60_k3_d0p12_s14,A_density,random,60,3,0.12,14,180,876,UNSAT,0.002794,0.001151,13,16,213,20,cnfs/A_density_random_n60_k3_d0p12_s14.cnf
A_density_random_n60_k3_d0p12_s15,A_density,random,60,3,0.12,15,180,876,UNSAT,0.002904,0.001174,10,10,153,20,cnfs/A_density_random_n60_k3_d0p12_s15.cnf
A_density_random_n60_k3_d0p12_s16,A_density,random,60,3,0.12,16,180,876,UNSAT,0.002647,0.00113,7,10,102,20,cnfs/A_density_random_n60_k3_d0p12_s16.cnf
A_density_random_n60_k3_d0p12_s17,A_density,random,60,3,0.12,17,180,876,UNSAT,0.003171,0.001265,20,19,469,20,cnfs/A_density_random_n60_k3_d0p12_s17.cnf
A_density_random_n60_k3_d0p12_s18,A_density,random,60,3,0.12,18,180,876,UNSAT,0.002848,0.001189,10,11,218,20,cnfs/A_density_random_n60_k3_d0p12_s18.cnf
A_density_random_n60_k3_d0p12_s19,A_density,random,60,3,0.12,19,180,876,UNSAT,0.002923,0.001198,15,16,281,20,cnfs/A_density_random_n60_k3_d0p12_s19.cnf
A_density_random_n60_k3_d0p12_s2,A_density,random,60,3,0.12,2,180,876,UNSAT,0.002827,0.001164,8,8,136,20,cnfs/A_density_random_n60_k3_d0p12_s2.cnf
A_density_random_n60_k3_d0p12_s20,A_density,random,60,3,0.12,20,180,876,UNSAT,0.002841,0.001177,22,22,528,20,cnfs/A_density_random_n60_k3_d0p12_s20.cnf
A_density_random_n60_k3_d0p12_s21,A_density,random,60,3,0.12,21,180,876,UNSAT,0.002927,0.001222,18,18,376,20,cnfs/A_density_random_n60_k3_d0p12_s21.cnf
A_density_random_n60_k3_d0p12_s22,A_density,random,60,3,0.12,22,180,876,UNSAT,0.002909,0.001189,8,8,189,20,cnfs/A_density_random_n60_k3_d0p12_s22.cnf
A_density_random_n60_k3_d0p12_s23,A_density,random,60,3,0.12,23,180,876,UNSAT,0.002899,0.001192,24,27,540,20,cnfs/A_density_random_n60_k3_d0p12_s23.cnf
A_density_random_n60_k3_d0p12_s24,A_density,random,60,3,0.12,24,180,876,UNSAT,0.002777,0.001169,10,10,146,20,cnfs/A_density_random_n60_k3_d0p12_s24.cnf
A_density_random_n60_k3_d0p12_s25,A_density,random,60,3,0.12,25,180,876,UNSAT,0.004385,0.001299,28,33,739,20,cnfs/A_density_random_n60_k3_d0p12_s25.cnf
A_density_random_n60_k3_d0p12_s26,A_density,random,60,3,0.12,26,180,876,UNSAT,0.003314,0.001286,15,14,337,20,cnfs/A_density_random_n60_k3_d0p12_s26.cnf
A_density_random_n60_k3_d0p12_s27,A_density,random,60,3,0.12,27,180,876,UNSAT,0.002899,0.001206,9,11,152,20,cnfs/A_density_random_n60_k3_d0p12_s27.cnf
A_density_random_n60_k3_d0p12_s28,A_density,random,60,3,0.12,28,180,876,UNSAT,0.003041,0.001203,7,8,88,20,cnfs/A_density_random_n60_k3_d0p12_s28.cnf
A_density_random_n60_k3_d0p12_s29,A_density,random,60,3,0.12,29,180,876,UNSAT,0.003034,0.001228,21,21,712,20,cnfs/A_density_random_n60_k3_d0p12_s29.cnf
A_density_random_n60_k3_d0p12_s3,A_density,random,60,3,0.12,3,180,876,UNSAT,0.003309,0.001258,15,14,315,20,cnfs/A_density_random_n60_k3_d0p12_s3.cnf
A_density_random_n60_k3_d0p12_s30,A_density,random,60,3,0.12,30,180,876,UNSAT,0.003223,0.001309,11,14,356,20,cnfs/A_density_random_n60_k3_d0p12_s30.cnf
A_density_random_n60_k3_d0p12_s31,A_density,random,60,3,0.12,31,180,876,UNSAT,0.002971,0.001256,20,21,601,20,cnfs/A_density_random_n60_k3_d0p12_s31.cnf
A_density_random_n60_k3_d0p12_s32,A_density,random,60,3,0.12,32,180,876,UNSAT,0.002967,0.001236,9,10,151,20,cnfs/A_density_random_n60_k3_d0p12_s32.cnf
A_density_random_n60_k3_d0p12_s33,A_density,random,60,3,0.12,33,180,876,UNSAT,0.002833,0.001179,14,14,207,20,cnfs/A_density_random_n60_k3_d0p12_s33.cnf
A_density_random_n60_k3_d0p12_s34,A_density,random,60,3,0.12,34,180,876,UNSAT,0.003088,0.00121,9,10,168,20,cnfs/A_density_random_n60_k3_d0p12_s34.cnf
A_density_random_n60_k3_d0p12_s35,A_density,random,60,3,0.12,35,180,876,UNSAT,0.003485,0.001415,10,12,254,20,cnfs/A_density_random_n60_k3_d0p12_s35.cnf
A_density_random_n60_k3_d0p12_s36,A_density,random,60,3,0.12,36,180,876,UNSAT,0.003243,0.00131,16,18,337,20,cnfs/A_density_random_n60_k3_d0p12_s36.cnf
A_density_random_n60_k3_d0p12_s37,A_density,random,60,3,0.12,37,180,876,UNSAT,0.003470,0.001301,14,14,292,20,cnfs/A_density_random_n60_k3_d0p12_s37.cnf
A_density_random_n60_k3_d0p12_s38,A_density,random,60,3,0.12,38,180,876,UNSAT,0.004394,0.001479,13,12,322,20,cnfs/A_density_random_n60_k3_d0p12_s38.cnf
A_density_random_n60_k3_d0p12_s39,A_density,random,60,3,0.12,39,180,876,UNSAT,0.006090,0.001486,8,8,185,20,cnfs/A_density_random_n60_k3_d0p12_s39.cnf
A_density_random_n60_k3_d0p12_s4,A_density,random,60,3,0.12,4,180,876,UNSAT,0.004819,0.001385,8,9,188,20,cnfs/A_density_random_n60_k3_d0p12_s4.cnf
A_density_random_n60_k3_d0p12_s40,A_density,random,60,3,0.12,40,180,876,UNSAT,0.003886,0.001402,8,9,90,20,cnfs/A_density_random_n60_k3_d0p12_s40.cnf
A_density_random_n60_k3_d0p12_s5,A_density,random,60,3,0.12,5,180,876,UNSAT,0.005058,0.001352,12,12,308,20,cnfs/A_density_random_n60_k3_d0p12_s5.cnf
A_density_random_n60_k3_d0p12_s6,A_density,random,60,3,0.12,6,180,876,UNSAT,0.003071,0.001229,7,7,264,20,cnfs/A_density_random_n60_k3_d0p12_s6.cnf
A_density_random_n60_k3_d0p12_s7,A_density,random,60,3,0.12,7,180,876,UNSAT,0.003086,0.00123,7,7,235,20,cnfs/A_density_random_n60_k3_d0p12_s7.cnf
A_density_random_n60_k3_d0p12_s8,A_density,random,60,3,0.12,8,180,876,UNSAT,0.003058,0.001276,15,18,362,20,cnfs/A_density_random_n60_k3_d0p12_s8.cnf
A_density_random_n60_k3_d0p12_s9,A_density,random,60,3,0.12,9,180,876,UNSAT,0.002991,0.001221,6,6,151,20,cnfs/A_density_random_n60_k3_d0p12_s9.cnf
A_density_random_n60_k3_d0p13_s1,A_density,random,60,3,0.13,1,180,930,UNSAT,0.003216,0.00129,9,9,262,20,cnfs/A_density_random_n60_k3_d0p13_s1.cnf
A_density_random_n60_k3_d0p13_s10,A_density,random,60,3,0.13,10,180,930,UNSAT,0.003133,0.001301,17,19,454,20,cnfs/A_density_random_n60_k3_d0p13_s10.cnf
A_density_random_n60_k3_d0p13_s11,A_density,random,60,3,0.13,11,180,930,UNSAT,0.002951,0.001233,19,22,425,20,cnfs/A_density_random_n60_k3_d0p13_s11.cnf
A_density_random_n60_k3_d0p13_s12,A_density,random,60,3,0.13,12,180,930,UNSAT,0.002873,0.001201,8,7,172,20,cnfs/A_density_random_n60_k3_d0p13_s12.cnf
A_density_random_n60_k3_d0p13_s13,A_density,random,60,3,0.13,13,180,930,UNSAT,0.002855,0.0012,11,12,249,20,cnfs/A_density_random_n60_k3_d0p13_s13.cnf
A_density_random_n60_k3_d0p13_s14,A_density,random,60,3,0.13,14,180,930,UNSAT,0.003672,0.001388,19,22,327,20,cnfs/A_density_random_n60_k3_d0p13_s14.cnf
A_density_random_n60_k3_d0p13_s15,A_density,random,60,3,0.13,15,180,930,UNSAT,0.003081,0.001255,10,10,125,20,cnfs/A_density_random_n60_k3_d0p13_s15.cnf
A_density_random_n60_k3_d0p13_s16,A_density,random,60,3,0.13,16,180,930,UNSAT,0.003026,0.001223,6,9,64,20,cnfs/A_density_random_n60_k3_d0p13_s16.cnf
A_density_random_n60_k3_d0p13_s17,A_density,random,60,3,0.13,17,180,930,UNSAT,0.002857,0.001188,10,11,349,20,cnfs/A_density_random_n60_k3_d0p13_s17.cnf
A_density_random_n60_k3_d0p13_s18,A_density,random,60,3,0.13,18,180,930,UNSAT,0.002980,0.001254,15,17,337,20,cnfs/A_density_random_n60_k3_d0p13_s18.cnf
A_density_random_n60_k3_d0p13_s19,A_density,random,60,3,0.13,19,180,930,UNSAT,0.003697,0.001375,13,14,276,20,cnfs/A_density_random_n60_k3_d0p13_s19.cnf
A_density_random_n60_k3_d0p13_s2,A_density,random,60,3,0.13,2,180,930,UNSAT,0.003246,0.001262,8,8,145,20,cnfs/A_density_random_n60_k3_d0p13_s2.cnf
A_density_random_n60_k3_d0p13_s20,A_density,random,60,3,0.13,20,180,930,UNSAT,0.003211,0.001273,11,11,314,20,cnfs/A_density_random_n60_k3_d0p13_s20.cnf
A_density_random_n60_k3_d0p13_s21,A_density,random,60,3,0.13,21,180,930,UNSAT,0.002900,0.00125,9,11,178,20,cnfs/A_density_random_n60_k3_d0p13_s21.cnf
A_density_random_n60_k3_d0p13_s22,A_density,random,60,3,0.13,22,180,930,UNSAT,0.004534,0.001204,6,8,76,20,cnfs/A_density_random_n60_k3_d0p13_s22.cnf
A_density_random_n60_k3_d0p13_s23,A_density,random,60,3,0.13,23,180,930,UNSAT,0.003131,0.00126,19,21,437,20,cnfs/A_density_random_n60_k3_d0p13_s23.cnf
A_density_random_n60_k3_d0p13_s24,A_density,random,60,3,0.13,24,180,930,UNSAT,0.003007,0.001233,12,13,297,20,cnfs/A_density_random_n60_k3_d0p13_s24.cnf
A_density_random_n60_k3_d0p13_s25,A_density,random,60,3,0.13,25,180,930,UNSAT,0.003124,0.001251,12,12,291,20,cnfs/A_density_random_n60_k3_d0p13_s25.cnf
A_density_random_n60_k3_d0p13_s26,A_density,random,60,3,0.13,26,180,930,UNSAT,0.002923,0.001186,8,8,108,20,cnfs/A_density_random_n60_k3_d0p13_s26.cnf
A_density_random_n60_k3_d0p13_s27,A_density,random,60,3,0.13,27,180,930,UNSAT,0.003271,0.001261,9,11,108,20,cnfs/A_density_random_n60_k3_d0p13_s27.cnf
A_density_random_n60_k3_d0p13_s28,A_density,random,60,3,0.13,28,180,930,UNSAT,0.003121,0.001269,9,10,177,20,cnfs/A_density_random_n60_k3_d0p13_s28.cnf
A_density_random_n60_k3_d0p13_s29,A_density,random,60,3,0.13,29,180,930,UNSAT,0.003046,0.001291,13,13,425,20,cnfs/A_density_random_n60_k3_d0p13_s29.cnf
A_density_random_n60_k3_d0p13_s3,A_density,random,60,3,0.13,3,180,930,UNSAT,0.002978,0.001222,8,7,106,20,cnfs/A_density_random_n60_k3_d0p13_s3.cnf
A_density_random_n60_k3_d0p13_s30,A_density,random,60,3,0.13,30,180,930,UNSAT,0.003066,0.001206,8,7,146,20,cnfs/A_density_random_n60_k3_d0p13_s30.cnf
A_density_random_n60_k3_d0p13_s31,A_density,random,60,3,0.13,31,180,930,UNSAT,0.003238,0.001304,26,28,798,20,cnfs/A_density_random_n60_k3_d0p13_s31.cnf
A_density_random_n60_k3_d0p13_s32,A_density,random,60,3,0.13,32,180,930,UNSAT,0.003311,0.001295,11,11,237,20,cnfs/A_density_random_n60_k3_d0p13_s32.cnf
A_density_random_n60_k3_d0p13_s33,A_density,random,60,3,0.13,33,180,930,UNSAT,0.002905,0.001176,6,7,90,20,cnfs/A_density_random_n60_k3_d0p13_s33.cnf
A_density_random_n60_k3_d0p13_s34,A_density,random,60,3,0.13,34,180,930,UNSAT,0.003085,0.001248,7,8,184,20,cnfs/A_density_random_n60_k3_d0p13_s34.cnf
A_density_random_n60_k3_d0p13_s35,A_density,random,60,3,0.13,35,180,930,UNSAT,0.003046,0.001232,10,12,311,20,cnfs/A_density_random_n60_k3_d0p13_s35.cnf
A_density_random_n60_k3_d0p13_s36,A_density,random,60,3,0.13,36,180,930,UNSAT,0.003392,0.001312,17,19,437,20,cnfs/A_density_random_n60_k3_d0p13_s36.cnf
A_density_random_n60_k3_d0p13_s37,A_density,random,60,3,0.13,37,180,930,UNSAT,0.003024,0.001256,14,14,278,20,cnfs/A_density_random_n60_k3_d0p13_s37.cnf
