case_id,experiment,graph_type,n,k,density,seed,num_vars,num_clauses,result,wall_time_sec,cpu_time_reported_sec,conflicts,decisions,propagations,returncode,cnf_file
A_density_random_n60_k3_d0p06_s9,A_density,random,60,3,0.06,9,180,558,SAT,0.003122,0.001218,8,21,145,10,cnfs/A_density_random_n60_k3_d0p06_s9.cnf
A_density_random_n60_k3_d0p075_s1,A_density,random,60,3,0.075,1,180,639,SAT,0.003380,0.001299,18,30,543,10,cnfs/A_density_random_n60_k3_d0p075_s1.cnf
A_density_random_n60_k3_d0p075_s10,A_density,random,60,3,0.075,10,180,639,UNSAT,0.003304,0.001275,21,28,562,20,cnfs/A_density_random_n60_k3_d0p075_s10.cnf
A_density_random_n60_k3_d0p075_s11,A_density,random,60,3,0.075,11,180,639,UNSAT,0.002867,0.001167,9,15,96,20,cnfs/A_density_random_n60_k3_d0p075_s11.cnf
A_density_random_n60_k3_d0p075_s12,A_density,random,60,3,0.075,12,180,639,UNSAT,0.002856,0.001139,10,15,162,20,cnfs/A_density_random_n60_k3_d0p075_s12.cnf
A_density_random_n60_k3_d0p075_s13,A_density,random,60,3,0.075,13,180,639,UNSAT,0.002949,0.001205,28,30,539,20,cnfs/A_density_random_n60_k3_d0p075_s13.cnf
A_density_random_n60_k3_d0p075_s14,A_density,random,60,3,0.075,14,180,639,UNSAT,0.003137,0.00129,35,38,895,20,cnfs/A_density_random_n60_k3_d0p075_s14.cnf
A_density_random_n60_k3_d0p075_s15,A_density,random,60,3,0.075,15,180,639,UNSAT,0.003171,0.001321,28,27,682,20,cnfs/A_density_random_n60_k3_d0p075_s15.cnf
A_density_random_n60_k3_d0p075_s16,A_density,random,60,3,0.075,16,180,639,UNSAT,0.002764,0.001124,6,9,61,20,cnfs/A_density_random_n60_k3_d0p075_s16.cnf
A_density_random_n60_k3_d0p075_s17,A_density,random,60,3,0.075,17,180,639,SAT,0.002966,0.001172,6,21,332,10,cnfs/A_density_random_n60_k3_d0p075_s17.cnf
A_density_random_n60_k3_d0p075_s18,A_density,random,60,3,0.075,18,180,639,UNSAT,0.002985,0.001205,18,19,292,20,cnfs/A_density_random_n60_k3_d0p075_s18.cnf
A_density_random_n60_k3_d0p075_s19,A_density,random,60,3,0.075,19,180,639,UNSAT,0.002940,0.001195,15,20,221,20,cnfs/A_density_random_n60_k3_d0p075_s19.cnf
A_density_random_n60_k3_d0p075_s2,A_density,random,60,3,0.075,2,180,639,UNSAT,0.003328,0.001331,7,14,84,20,cnfs/A_density_random_n60_k3_d0p075_s2.cnf
A_density_random_n60_k3_d0p075_s20,A_density,random,60,3,0.075,20,180,639,UNSAT,0.003058,0.001246,31,38,864,20,cnfs/A_density_random_n60_k3_d0p075_s20.cnf
A_density_random_n60_k3_d0p075_s21,A_density,random,60,3,0.075,21,180,639,SAT,0.002937,0.001166,15,24,565,10,cnfs/A_density_random_n60_k3_d0p075_s21.cnf
A_density_random_n60_k3_d0p075_s22,A_density,random,60,3,0.075,22,180,639,SAT,0.002934,0.001148,4,22,192,10,cnfs/A_density_random_n60_k3_d0p075_s22.cnf
A_density_random_n60_k3_d0p075_s23,A_density,random,60,3,0.075,23,180,639,UNSAT,0.002922,0.001207,20,24,593,20,cnfs/A_density_random_n60_k3_d0p075_s23.cnf
A_density_random_n60_k3_d0p075_s24,A_density,random,60,3,0.075,24,180,639,SAT,0.003084,0.001214,1,16,128,10,cnfs/A_density_random_n60_k3_d0p075_s24.cnf
A_density_random_n60_k3_d0p075_s25,A_density,random,60,3,0.075,25,180,639,UNSAT,0.003049,0.001231,29,31,891,20,cnfs/A_density_random_n60_k3_d0p075_s25.cnf
A_density_random_n60_k3_d0p075_s26,A_density,random,60,3,0.075,26,180,639,UNSAT,0.008146,0.001278,13,13,293,20,cnfs/A_density_random_n60_k3_d0p075_s26.cnf
A_density_random_n60_k3_d0p075_s27,A_density,random,60,3,0.075,27,180,639,SAT,0.003301,0.001324,24,32,854,10,cnfs/A_density_random_n60_k3_d0p075_s27.cnf
A_density_random_n60_k3_d0p075_s28,A_density,random,60,3,0.075,28,180,639,SAT,0.003102,0.001258,0,7,75,10,cnfs/A_density_random_n60_k3_d0p075_s28.cnf
A_density_random_n60_k3_d0p075_s29,A_density,random,60,3,0.075,29,180,639,UNSAT,0.003094,0.001279,59,63,1779,20,cnfs/A_density_random_n60_k3_d0p075_s29.cnf
A_density_random_n60_k3_d0p075_s3,A_density,random,60,3,0.075,3,180,639,SAT,0.003078,0.001226,11,27,388,10,cnfs/A_density_random_n60_k3_d0p075_s3.cnf
A_density_random_n60_k3_d0p075_s30,A_density,random,60,3,0.075,30,180,639,UNSAT,0.002839,0.001158,9,10,130,20,cnfs/A_density_random_n60_k3_d0p075_s30.cnf
A_density_random_n60_k3_d0p075_s31,A_density,random,60,3,0.075,31,180,639,SAT,0.003165,0.00125,11,25,353,10,cnfs/A_density_random_n60_k3_d0p075_s31.cnf
A_density_random_n60_k3_d0p075_s32,A_density,random,60,3,0.075,32,180,639,UNSAT,0.003512,0.001464,88,96,2699,20,cnfs/A_density_random_n60_k3_d0p075_s32.cnf
A_density_random_n60_k3_d0p075_s33,A_density,random,60,3,0.075,33,180,639,SAT,0.003024,0.001246,5,15,241,10,cnfs/A_density_random_n60_k3_d0p075_s33.cnf
A_density_random_n60_k3_d0p075_s34,A_density,random,60,3,0.075,34,180,639,SAT,0.003031,0.001199,20,42,651,10,cnfs/A_density_random_n60_k3_d0p075_s34.cnf
A_density_random_n60_k3_d0p075_s35,A_density,random,60,3,0.075,35,180,639,UNSAT,0.002881,0.001156,18,17,348,20,cnfs/A_density_random_n60_k3_d0p075_s35.cnf
A_density_random_n60_k3_d0p075_s36,A_density,random,60,3,0.075,36,180,639,SAT,0.003486,0.001294,7,23,207,10,cnfs/A_density_random_n60_k3_d0p075_s36.cnf
A_density_random_n60_k3_d0p075_s37,A_density,random,60,3,0.075,37,180,639,SAT,0.003379,0.001269,2,15,103,10,cnfs/A_density_random_n60_k3_d0p075_s37.cnf
A_density_random_n60_k3_d0p075_s38,A_density,random,60,3,0.075,38,180,639,UNSAT,0.003170,0.001308,38,45,1101,20,cnfs/A_density_random_n60_k3_d0p075_s38.cnf
A_density_random_n60_k3_d0p075_s39,A_density,random,60,3,0.075,39,180,639,UNSAT,0.003113,0.001283,43,45,1413,20,cnfs/A_density_random_n60_k3_d0p075_s39.cnf
A_density_random_n60_k3_d0p075_s4,A_density,random,60,3,0.075,4,180,639,SAT,0.003063,0.001185,1,13,98,10,cnfs/A_density_random_n60_k3_d0p075_s4.cnf
A_density_random_n60_k3_d0p075_s40,A_density,random,60,3,0.075,40,180,639,UNSAT,0.003376,0.00125,6,10,57,20,cnfs/A_density_random_n60_k3_d0p075_s40.cnf
A_density_random_n60_k3_d0p075_s5,A_density,random,60,3,0.075,5,180,639,UNSAT,0.003142,0.001299,35,36,1060,20,cnfs/A_density_random_n60_k3_d0p075_s5.cnf
A_density_random_n60_k3_d0p075_s6,A_density,random,60,3,0.075,6,180,639,UNSAT,0.003110,0.001256,38,43,1349,20,cnfs/A_density_random_n60_k3_d0p075_s6.cnf
A_density_random_n60_k3_d0p075_s7,A_density,random,60,3,0.075,7,180,639,UNSAT,0.003013,0.001238,32,34,1057,20,cnfs/A_density_random_n60_k3_d0p075_s7.cnf
A_density_random_n60_k3_d0p075_s8,A_density,random,60,3,0.075,8,180,639,UNSAT,0.003195,0.001235,20,22,596,20,cnfs/A_density_random_n60_k3_d0p075_s8.cnf
A_density_random_n60_k3_d0p075_s9,A_density,random,60,3,0.075,9,180,639,UNSAT,0.003246,0.001224,26,28,421,20,cnfs/A_density_random_n60_k3_d0p075_s9.cnf
A_density_random_n60_k3_d0p07_s1,A_density,random,60,3,0.07,1,180,612,SAT,0.003060,0.001206,4,25,142,10,cnfs/A_density_random_n60_k3_d0p07_s1.cnf
A_density_random_n60_k3_d0p07_s10,A_density,random,60,3,0.07,10,180,612,UNSAT,0.003150,0.001279,37,40,923,20,cnfs/A_density_random_n60_k3_d0p07_s10.cnf
A_density_random_n60_k3_d0p07_s11,A_density,random,60,3,0.07,11,180,612,UNSAT,0.003008,0.001214,10,14,76,20,cnfs/A_density_random_n60_k3_d0p07_s11.cnf
A_density_random_n60_k3_d0p07_s12,A_density,random,60,3,0.07,12,180,612,UNSAT,0.003212,0.001229,15,19,192,20,cnfs/A_density_random_n60_k3_d0p07_s12.cnf
A_density_random_n60_k3_d0p07_s13,A_density,random,60,3,0.07,13,180,612,UNSAT,0.003326,0.001344,42,43,921,20,cnfs/A_density_random_n60_k3_d0p07_s13.cnf
A_density_random_n60_k3_d0p07_s14,A_density,random,60,3,0.07,14,180,612,UNSAT,0.002950,0.001192,24,34,569,20,cnfs/A_density_random_n60_k3_d0p07_s14.cnf
A_density_random_n60_k3_d0p07_s15,A_density,random,60,3,0.07,15,180,612,UNSAT,0.002969,0.001184,29,29,630,20,cnfs/A_density_random_n60_k3_d0p07_s15.cnf
A_density_random_n60_k3_d0p07_s16,A_density,random,60,3,0.07,16,180,612,UNSAT,0.002980,0.001236,56,58,1423,20,cnfs/A_density_random_n60_k3_d0p07_s16.cnf
A_density_random_n60_k3_d0p07_s17,A_density,random,60,3,0.07,17,180,612,SAT,0.003366,0.001235,0,20,82,10,cnfs/A_density_random_n60_k3_d0p07_s17.cnf
A_density_random_n60_k3_d0p07_s18,A_density,random,60,3,0.07,18,180,612,UNSAT,0.003237,0.001248,19,21,394,20,cnfs/A_density_random_n60_k3_d0p07_s18.cnf
A_density_random_n60_k3_d0p07_s19,A_density,random,60,3,0.07,19,180,612,SAT,0.003080,0.001233,2,12,99,10,cnfs/A_density_random_n60_k3_d0p07_s19.cnf
A_density_random_n60_k3_d0p07_s2,A_density,random,60,3,0.07,2,180,612,UNSAT,0.002943,0.00117,12,19,154,20,cnfs/A_density_random_n60_k3_d0p07_s2.cnf
A_density_random_n60_k3_d0p07_s20,A_density,random,60,3,0.07,20,180,612,SAT,0.003035,0.00121,9,34,303,10,cnfs/A_density_random_n60_k3_d0p07_s20.cnf
A_density_random_n60_k3_d0p07_s21,A_density,random,60,3,0.07,21,180,612,SAT,0.003162,0.001217,6,16,283,10,cnfs/A_density_random_n60_k3_d0p07_s21.cnf
A_density_random_n60_k3_d0p07_s22,A_density,random,60,3,0.07,22,180,612,SAT,0.003211,0.001241,2,22,99,10,cnfs/A_density_random_n60_k3_d0p07_s22.cnf
A_density_random_n60_k3_d0p07_s23,A_density,random,60,3,0.07,23,180,612,UNSAT,0.003018,0.00119,26,26,831,20,cnfs/A_density_random_n60_k3_d0p07_s23.cnf
A_density_random_n60_k3_d0p07_s24,A_density,random,60,3,0.07,24,180,612,SAT,0.004937,0.001172,3,17,156,10,cnfs/A_density_random_n60_k3_d0p07_s24.cnf
A_density_random_n60_k3_d0p07_s25,A_density,random,60,3,0.07,25,180,612,UNSAT,0.003630,0.001254,45,45,1262,20,cnfs/A_density_random_n60_k3_d0p07_s25.cnf
A_density_random_n60_k3_d0p07_s26,A_density,random,60,3,0.07,26,180,612,SAT,0.003289,0.001297,0,11,66,10,cnfs/A_density_random_n60_k3_d0p07_s26.cnf
A_density_random_n60_k3_d0p07_s27,A_density,random,60,3,0.07,27,180,612,SAT,0.002890,0.001223,16,30,485,10,cnfs/A_density_random_n60_k3_d0p07_s27.cnf
A_density_random_n60_k3_d0p07_s28,A_density,random,60,3,0.07,28,180,612,SAT,0.003021,0.001205,1,13,95,10,cnfs/A_density_random_n60_k3_d0p07_s28.cnf
A_density_random_n60_k3_d0p07_s29,A_density,random,60,3,0.07,29,180,612,UNSAT,0.003045,0.001302,34,37,968,20,cnfs/A_density_random_n60_k3_d0p07_s29.cnf
A_density_random_n60_k3_d0p07_s3,A_density,random,60,3,0.07,3,180,612,SAT,0.003108,0.001231,0,18,75,10,cnfs/A_density_random_n60_k3_d0p07_s3.cnf
A_density_random_n60_k3_d0p07_s30,A_density,random,60,3,0.07,30,180,612,UNSAT,0.003246,0.001301,13,15,133,20,cnfs/A_density_random_n60_k3_d0p07_s30.cnf
A_density_random_n60_k3_d0p07_s31,A_density,random,60,3,0.07,31,180,612,SAT,0.002970,0.001218,11,21,268,10,cnfs/A_density_random_n60_k3_d0p07_s31.cnf
A_density_random_n60_k3_d0p07_s32,A_density,random,60,3,0.07,32,180,612,SAT,0.002972,0.001174,4,17,145,10,cnfs/A_density_random_n60_k3_d0p07_s32.cnf
A_density_random_n60_k3_d0p07_s33,A_density,random,60,3,0.07,33,180,612,SAT,0.002969,0.001189,0,14,72,10,cnfs/A_density_random_n60_k3_d0p07_s33.cnf
A_density_random_n60_k3_d0p07_s34,A_density,random,60,3,0.07,34,180,612,SAT,0.003151,0.001195,1,16,77,10,cnfs/A_density_random_n60_k3_d0p07_s34.cnf
A_density_random_n60_k3_d0p07_s35,A_density,random,60,3,0.07,35,180,612,UNSAT,0.004319,0.00143,24,26,354,20,cnfs/A_density_random_n60_k3_d0p07_s35.cnf
A_density_random_n60_k3_d0p07_s36,A_density,random,60,3,0.07,36,180,612,SAT,0.003814,0.001392,5,17,171,10,cnfs/A_density_random_n60_k3_d0p07_s36.cnf
A_density_random_n60_k3_d0p07_s37,A_density,random,60,3,0.07,37,180,612,SAT,0.004057,0.001434,3,17,140,10,cnfs/A_density_random_n60_k3_d0p07_s37.cnf
A_density_random_n60_k3_d0p07_s38,A_density,random,60,3,0.07,38,180,612,SAT,0.003403,0.001297,6,21,300,10,cnfs/A_density_random_n60_k3_d0p07_s38.cnf
A_density_random_n60_k3_d0p07_s39,A_density,random,60,3,0.07,39,180,612,SAT,0.003980,0.001524,10,25,260,10,cnfs/A_density_random_n60_k3_d0p07_s39.cnf
A_density_random_n60_k3_d0p07_s4,A_density,random,60,3,0.07,4,180,612,SAT,0.003411,0.001275,1,12,97,10,cnfs/A_density_random_n60_k3_d0p07_s4.cnf
A_density_random_n60_k3_d0p07_s40,A_density,random,60,3,0.07,40,180,612,UNSAT,0.004225,0.001285,6,10,58,20,cnfs/A_density_random_n60_k3_d0p07_s40.cnf
A_density_random_n60_k3_d0p07_s5,A_density,random,60,3,0.07,5,180,612,SAT,0.003944,0.00129,2,15,135,10,cnfs/A_density_random_n60_k3_d0p07_s5.cnf
A_density_random_n60_k3_d0p07_s6,A_density,random,60,3,0.07,6,180,612,UNSAT,0.003382,0.001321,30,30,996,20,cnfs/A_density_random_n60_k3_d0p07_s6.cnf
A_density_random_n60_k3_d0p07_s7,A_density,random,60,3,0.07,7,180,612,UNSAT,0.003142,0.001295,53,58,1400,20,cnfs/A_density_random_n60_k3_d0p07_s7.cnf
A_density_random_n60_k3_d0p07_s8,A_density,random,60,3,0.07,8,180,612,UNSAT,0.002913,0.00119,15,21,366,20,cnfs/A_density_random_n60_k3_d0p07_s8.cnf
A_density_random_n60_k3_d0p07_s9,A_density,random,60,3,0.07,9,180,612,UNSAT,0.002930,0.001198,28,30,739,20,cnfs/A_density_random_n60_k3_d0p07_s9.cnf
A_density_random_n60_k3_d0p085_s1,A_density,random,60,3,0.085,1,180,690,UNSAT,0.003179,0.001201,26,28,453,20,cnfs/A_density_random_n60_k3_d0p085_s1.cnf
A_density_random_n60_k3_d0p085_s10,A_density,random,60,3,0.085,10,180,690,UNSAT,0.003309,0.001289,21,23,706,20,cnfs/A_density_random_n60_k3_d0p085_s10.cnf
A_density_random_n60_k3_d0p085_s11,A_density,random,60,3,0.085,11,180,690,UNSAT,0.003038,0.001198,17,16,278,20,cnfs/A_density_random_n60_k3_d0p085_s11.cnf
A_density_random_n60_k3_d0p085_s12,A_density,random,60,3,0.085,12,180,690,UNSAT,0.002976,0.001134,7,10,95,20,cnfs/A_density_random_n60_k3_d0p085_s12.cnf
A_density_random_n60_k3_d0p085_s13,A_density,random,60,3,0.085,13,180,690,UNSAT,0.002979,0.001199,17,17,468,20,cnfs/A_density_random_n60_k3_d0p085_s13.cnf
A_density_random_n60_k3_d0p085_s14,A_density,random,60,3,0.085,14,180,690,UNSAT,0.003092,0.001237,23,25,449,20,cnfs/A_density_random_n60_k3_d0p085_s14.cnf
A_density_random_n60_k3_d0p085_s15,A_density,random,60,3,0.085,15,180,690,UNSAT,0.003147,0.001253,17,18,362,20,cnfs/A_density_random_n60_k3_d0p085_s15.cnf
A_density_random_n60_k3_d0p085_s16,A_density,random,60,3,0.085,16,180,690,UNSAT,0.003096,0.00119,6,6,46,20,cnfs/A_density_random_n60_k3_d0p085_s16.cnf
A_density_random_n60_k3_d0p085_s17,A_density,random,60,3,0.085,17,180,690,UNSAT,0.003263,0.001448,80,88,2804,20,cnfs/A_density_random_n60_k3_d0p085_s17.cnf
A_density_random_n60_k3_d0p085_s18,A_density,random,60,3,0.085,18,180,690,UNSAT,0.002961,0.001172,13,18,154,20,cnfs/A_density_random_n60_k3_d0p085_s18.cnf
A_density_random_n60_k3_d0p085_s19,A_density,random,60,3,0.085,19,180,690,UNSAT,0.003535,0.00133,10,13,276,20,cnfs/A_density_random_n60_k3_d0p085_s19.cnf
A_density_random_n60_k3_d0p085_s2,A_density,random,60,3,0.085,2,180,690,UNSAT,0.003230,0.001249,11,11,222,20,cnfs/A_density_random_n60_k3_d0p085_s2.cnf
A_density_random_n60_k3_d0p085_s20,A_density,random,60,3,0.085,20,180,690,UNSAT,0.002966,0.00126,14,14,471,20,cnfs/A_density_random_n60_k3_d0p085_s20.cnf
A_density_random_n60_k3_d0p085_s21,A_density,random,60,3,0.085,21,180,690,UNSAT,0.003250,0.001287,38,42,1336,20,cnfs/A_density_random_n60_k3_d0p085_s21.cnf
A_density_random_n60_k3_d0p085_s22,A_density,random,60,3,0.085,22,180,690,UNSAT,0.003021,0.001331,63,64,2286,20,cnfs/A_density_random_n60_k3_d0p085_s22.cnf
A_density_random_n60_k3_d0p085_s23,A_density,random,60,3,0.085,23,180,690,UNSAT,0.003017,0.001199,15,18,298,20,cnfs/A_density_random_n60_k3_d0p085_s23.cnf
A_density_random_n60_k3_d0p085_s24,A_density,random,60,3,0.085,24,180,690,UNSAT,0.003001,0.00125,24,23,644,20,cnfs/A_density_random_n60_k3_d0p085_s24.cnf
A_density_random_n60_k3_d0p085_s25,A_density,random,60,3,0.085,25,180,690,UNSAT,0.002835,0.001235,24,24,741,20,cnfs/A_density_random_n60_k3_d0p085_s25.cnf
A_density_random_n60_k3_d0p085_s26,A_density,random,60,3,0.085,26,180,690,UNSAT,0.002839,0.00122,27,31,664,20,cnfs/A_density_random_n60_k3_d0p085_s26.cnf
A_density_random_n60_k3_d0p085_s27,A_density,random,60,3,0.085,27,180,690,UNSAT,0.002602,0.001142,23,24,477,20,cnfs/A_density_random_n60_k3_d0p085_s27.cnf
A_density_random_n60_k3_d0p085_s28,A_density,random,60,3,0.085,28,180,690,UNSAT,0.002876,0.001254,18,17,521,20,cnfs/A_density_random_n60_k3_d0p085_s28.cnf
A_density_random_n60_k3_d0p085_s29,A_density,random,60,3,0.085,29,180,690,UNSAT,0.002878,0.001254,25,27,668,20,cnfs/A_density_random_n60_k3_d0p085_s29.cnf
A_density_random_n60_k3_d0p085_s3,A_density,random,60,3,0.085,3,180,690,UNSAT,0.002733,0.001249,43,52,1349,20,cnfs/A_density_random_n60_k3_d0p085_s3.cnf
A_density_random_n60_k3_d0p085_s30,A_density,random,60,3,0.085,30,180,690,UNSAT,0.002711,0.001132,9,11,118,20,cnfs/A_density_random_n60_k3_d0p085_s30.cnf
A_density_random_n60_k3_d0p085_s31,A_density,random,60,3,0.085,31,180,690,UNSAT,0.003032,0.001382,89,90,2791,20,cnfs/A_density_random_n60_k3_d0p085_s31.cnf
A_density_random_n60_k3_d0p085_s32,A_density,random,60,3,0.085,32,180,690,UNSAT,0.002771,0.001154,17,22,506,20,cnfs/A_density_random_n60_k3_d0p085_s32.cnf
A_density_random_n60_k3_d0p085_s33,A_density,random,60,3,0.085,33,180,690,UNSAT,0.003050,0.001203,11,14,337,20,cnfs/A_density_random_n60_k3_d0p085_s33.cnf
A_density_random_n60_k3_d0p085_s34,A_density,random,60,3,0.085,34,180,690,UNSAT,0.003075,0.001453,112,118,3613,20,cnfs/A_density_random_n60_k3_d0p085_s34.cnf
A_density_random_n60_k3_d0p085_s35,A_density,random,60,3,0.085,35,180,690,UNSAT,0.002995,0.001257,26,27,576,20,cnfs/A_density_random_n60_k3_d0p085_s35.cnf
A_density_random_n60_k3_d0p085_s36,A_density,random,60,3,0.085,36,180,690,UNSAT,0.002897,0.001212,14,20,296,20,cnfs/A_density_random_n60_k3_d0p085_s36.cnf
A_density_random_n60_k3_d0p085_s37,A_density,random,60,3,0.085,37,180,690,SAT,0.003353,0.001275,6,14,319,10,cnfs/A_density_random_n60_k3_d0p085_s37.cnf
A_density_random_n60_k3_d0p085_s38,A_density,random,60,3,0.085,38,180,690,UNSAT,0.003892,0.001416,41,46,1226,20,cnfs/A_density_random_n60_k3_d0p085_s38.cnf
A_density_random_n60_k3_d0p085_s39,A_density,random,60,3,0.085,39,180,690,UNSAT,0.003410,0.001252,28,29,1009,20,cnfs/A_density_random_n60_k3_d0p085_s39.cnf
A_density_random_n60_k3_d0p085_s4,A_density,random,60,3,0.085,4,180,690,UNSAT,0.003018,0.001247,14,16,221,20,cnfs/A_density_random_n60_k3_d0p085_s4.cnf
A_density_random_n60_k3_d0p085_s40,A_density,random,60,3,0.085,40,180,690,UNSAT,0.002984,0.001231,7,11,69,20,cnfs/A_density_random_n60_k3_d0p085_s40.cnf
A_density_random_n60_k3_d0p085_s5,A_density,random,60,3,0.085,5,180,690,UNSAT,0.003080,0.00127,10,12,384,20,cnfs/A_density_random_n60_k3_d0p085_s5.cnf
A_density_random_n60_k3_d0p085_s6,A_density,random,60,3,0.085,6,180,690,UNSAT,0.003304,0.001313,17,26,420,20,cnfs/A_density_random_n60_k3_d0p085_s6.cnf
A_density_random_n60_k3_d0p085_s7,A_density,random,60,3,0.085,7,180,690,UNSAT,0.003084,0.001216,29,29,818,20,cnfs/A_density_random_n60_k3_d0p085_s7.cnf
A_density_random_n60_k3_d0p085_s8,A_density,random,60,3,0.085,8,180,690,UNSAT,0.002991,0.001203,19,19,455,20,cnfs/A_density_random_n60_k3_d0p085_s8.cnf
A_density_random_n60_k3_d0p085_s9,A_density,random,60,3,0.085,9,180,690,UNSAT,0.003020,0.001239,22,26,604,20,cnfs/A_density_random_n60_k3_d0p085_s9.cnf
A_density_random_n60_k3_d0p08_s1,A_density,random,60,3,0.08,1,180,666,UNSAT,0.003153,0.001263,26,29,924,20,cnfs/A_density_random_n60_k3_d0p08_s1.cnf
A_density_random_n60_k3_d0p08_s10,A_density,random,60,3,0.08,10,180,666,UNSAT,0.003273,0.00128,21,26,429,20,cnfs/A_density_random_n60_k3_d0p08_s10.cnf
A_density_random_n60_k3_d0p08_s11,A_density,random,60,3,0.08,11,180,666,UNSAT,0.003091,0.001264,6,7,98,20,cnfs/A_density_random_n60_k3_d0p08_s11.cnf
A_density_random_n60_k3_d0p08_s12,A_density,random,60,3,0.08,12,180,666,UNSAT,0.003003,0.001144,11,17,167,20,cnfs/A_density_random_n60_k3_d0p08_s12.cnf
A_density_random_n60_k3_d0p08_s13,A_density,random,60,3,0.08,13,180,666,UNSAT,0.002949,0.001175,21,27,510,20,cnfs/A_density_random_n60_k3_d0p08_s13.cnf
A_density_random_n60_k3_d0p08_s14,A_density,random,60,3,0.08,14,180,666,UNSAT,0.003135,0.001238,34,35,892,20,cnfs/A_density_random_n60_k3_d0p08_s14.cnf
A_density_random_n60_k3_d0p08_s15,A_density,random,60,3,0.08,15,180,666,UNSAT,0.003325,0.001335,21,24,630,20,cnfs/A_density_random_n60_k3_d0p08_s15.cnf
A_density_random_n60_k3_d0p08_s16,A_density,random,60,3,0.08,16,180,666,UNSAT,0.002871,0.00114,6,12,70,20,cnfs/A_density_random_n60_k3_d0p08_s16.cnf
A_density_random_n60_k3_d0p08_s17,A_density,random,60,3,0.08,17,180,666,SAT,0.002994,0.001181,4,28,222,10,cnfs/A_density_random_n60_k3_d0p08_s17.cnf
A_density_random_n60_k3_d0p08_s18,A_density,random,60,3,0.08,18,180,666,UNSAT,0.002871,0.001137,16,17,389,20,cnfs/A_density_random_n60_k3_d0p08_s18.cnf
A_density_random_n60_k3_d0p08_s19,A_density,random,60,3,0.08,19,180,666,UNSAT,0.003091,0.001233,10,14,270,20,cnfs/A_density_random_n60_k3_d0p08_s19.cnf
A_density_random_n60_k3_d0p08_s2,A_density,random,60,3,0.08,2,180,666,UNSAT,0.003095,0.00121,11,15,157,20,cnfs/A_density_random_n60_k3_d0p08_s2.cnf
A_density_random_n60_k3_d0p08_s20,A_density,random,60,3,0.08,20,180,666,UNSAT,0.003064,0.001245,16,19,625,20,cnfs/A_density_random_n60_k3_d0p08_s20.cnf
A_density_random_n60_k3_d0p08_s21,A_density,random,60,3,0.08,21,180,666,UNSAT,0.005764,0.001345,58,60,1616,20,cnfs/A_density_random_n60_k3_d0p08_s21.cnf
A_density_random_n60_k3_d0p08_s22,A_density,random,60,3,0.08,22,180,666,SAT,0.003599,0.001309,28,41,935,10,cnfs/A_density_random_n60_k3_d0p08_s22.cnf
A_density_random_n60_k3_d0p08_s23,A_density,random,60,3,0.08,23,180,666,UNSAT,0.003498,0.001327,20,20,609,20,cnfs/A_density_random_n60_k3_d0p08_s23.cnf
A_density_random_n60_k3_d0p08_s24,A_density,random,60,3,0.08,24,180,666,UNSAT,0.003056,0.001218,24,30,853,20,cnfs/A_density_random_n60_k3_d0p08_s24.cnf
A_density_random_n60_k3_d0p08_s25,A_density,random,60,3,0.08,25,180,666,UNSAT,0.003131,0.001259,39,39,1195,20,cnfs/A_density_random_n60_k3_d0p08_s25.cnf
A_density_random_n60_k3_d0p08_s26,A_density,random,60,3,0.08,26,180,666,UNSAT,0.003093,0.001201,23,26,642,20,cnfs/A_density_random_n60_k3_d0p08_s26.cnf
A_density_random_n60_k3_d0p08_s27,A_density,random,60,3,0.08,27,180,666,SAT,0.003018,0.001157,2,13,152,10,cnfs/A_density_random_n60_k3_d0p08_s27.cnf
A_density_random_n60_k3_d0p08_s28,A_density,random,60,3,0.08,28,180,666,UNSAT,0.003120,0.001237,26,28,778,20,cnfs/A_density_random_n60_k3_d0p08_s28.cnf
A_density_random_n60_k3_d0p08_s29,A_density,random,60,3,0.08,29,180,666,UNSAT,0.003146,0.001338,56,62,1612,20,cnfs/A_density_random_n60_k3_d0p08_s29.cnf
A_density_random_n60_k3_d0p08_s3,A_density,random,60,3,0.08,3,180,666,UNSAT,0.003006,0.001307,66,73,2230,20,cnfs/A_density_random_n60_k3_d0p08_s3.cnf
A_density_random_n60_k3_d0p08_s30,A_density,random,60,3,0.08,30,180,666,UNSAT,0.003202,0.001261,11,12,158,20,cnfs/A_density_random_n60_k3_d0p08_s30.cnf
A_density_random_n60_k3_d0p08_s31,A_density,random,60,3,0.08,31,180,666,UNSAT,0.003653,0.001453,88,88,2892,20,cnfs/A_density_random_n60_k3_d0p08_s31.cnf
A_density_random_n60_k3_d0p08_s32,A_density,random,60,3,0.08,32,180,666,UNSAT,0.003535,0.001429,44,45,1618,20,cnfs/A_density_random_n60_k3_d0p08_s32.cnf
A_density_random_n60_k3_d0p08_s33,A_density,random,60,3,0.08,33,180,666,SAT,0.003925,0.001301,13,24,464,10,cnfs/A_density_random_n60_k3_d0p08_s33.cnf
A_density_random_n60_k3_d0p08_s34,A_density,random,60,3,0.08,34,180,666,UNSAT,0.003566,0.001673,166,183,5479,20,cnfs/A_density_random_n60_k3_d0p08_s34.cnf
A_density_random_n60_k3_d0p08_s35,A_density,random,60,3,0.08,35,180,666,UNSAT,0.003245,0.001203,30,31,617,20,cnfs/A_density_random_n60_k3_d0p08_s35.cnf
